ACTIVE_ORG_1,ASSET_ID,PROBLEM_ABSTRACT,TICKET_NUMBER,TICKET_OPENED,TICKET_STATE,TICKET_TYPE,ACTIVE_ORG_x,ticket_create,month_create,year_create,ticket,ticket_type,1,2,3,4,5,6,1_2_min,2_3_min,3_4_min,4_5_min,5_6_min,first_Esc_date,Last_Esc_date,total_wt,Escalation_cnt,TICKET_OPENED_DATE,TICKET_CLOSED_DATE,TICKET_CLEARED_DATE,LAST_MODIFIED_DATE,TOD,SEVERITY,SEVERITY_CLASSIFICATION,CLIENT_NAME,LOCATION_ADDRESS_1,LOCATION_CITY,LOCATION_STATE_PROVINCE,LOCATION_ZIPPOSTAL,Client_Ticket,Clientticket,MCN,ORG_GROUP,ACTIVE_ORG_y,TICKET_CATEGORY,TICKET_TYPE_DESC_TX,RESOLUTION_TEXT,ROOT_CAUSE_DESC_TX,TROUBLE_REPT_DESC_TX,SA_TOUCHED,Tech_Touched_All,UPDATE_FLAG,Financial_Srvc,GOLIATH_Initial_Root_Cause,uno,open_fitst_min
GU-GCSC-HMC,JPIBTFTKYJP03S0070,SYSLOG:PLATFORM-1-CRASHED - JPIBTFTKYJP03S0070 -  System previously crashed with the following message:,272847144,1/1/2020 20:36,Closed,1,GU-GCSC-HMC,1/1/2020 20:36,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:36,1/29/2020 16:09,1/29/2020 16:07,1/29/2020 16:09,20,4,,IBM THOMSON REUTERS,5/3/2001,TOKYO,Tokyo,107-6330,INC2912411,INC2912411,,ML_IBTF,GU-GCSC-HMC,AIP,Auto Detect,customer issue,Network,Circuit Down,0,1,0,OUT,,1,
GA-GCSC-HMC,TIBJKS1SS01,Refer tkt 272847177,272847128,1/1/2020 20:37,Cancel,1,GA-GCSC-HMC,1/1/2020 20:37,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA-GCSC-HMC,TIBJKS4SS01,Applied Service: IXEC.934564 & IXEC 934573 Bounced,272847177,1/1/2020 20:37,Closed,1,GA-GCSC-HMC,1/1/2020 20:37,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:37,1/2/2020 1:06,1/2/2020 1:06,1/2/2020 1:06,20,3,,TELEFONICA INTERNATIONAL,424 NORTH PEARL STREET,JACKSONVILLE,FL,32202,,,,TIWSU_BB,GA-GCSC-HMC,,Auto Detect,,Network,Access Problem,0,1,0,UV-BB,,1,
US-ENTBB-SA,1457051_1,H DSL TS,272847062,1/1/2020 20:37,Closed,0,US-ENTBB-SA,1/1/2020 20:37,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:37,1/9/2020 16:36,1/1/2020 23:00,1/9/2020 16:36,20,4,,EarthLink,,,TX,,172690596,172690596,,HSIA-E1011623,US-ENTBB-SA,,Client,NO TROUBLE FOUND ,Customer / Equipment,Intermittent Trouble,0,1,0,BROADBAND ACCESS,,1,
US-ENTBB-SA,1287569_1,RESUME (CUSTOMER INITIATED) WIP,272845994,1/1/2020 20:38,Closed,9,US-ENTBB-SA,1/1/2020 20:38,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:38,1/1/2020 20:47,1/1/2020 20:46,1/1/2020 20:47,20,5,,EarthLink,,,TX,,,,,DSL437573,US-ENTBB-SA,,E-mail,Service Resumed from Temporary Suspension (Customer Requested - Non-billing impacting),Network,Other,0,1,0,BROADBAND ACCESS,,1,
US-ENTBB-SA,1236040_1,,272846898,1/1/2020 20:38,Closed,9,US-ENTBB-SA,1/1/2020 20:38,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:38,1/1/2020 20:47,1/1/2020 20:46,1/1/2020 20:47,20,5,,EarthLink,,,CA,,,,,DSL437573,US-ENTBB-SA,,E-mail,Service Resumed from Temporary Suspension (Customer Requested - Non-billing impacting),Network,Other,0,1,0,BROADBAND ACCESS,,1,
GU-GCSC-HMC,USPDSIOVEKS03R,OOB|Modem is unreachable|89011703278126335804|359225055883441|2020-01-01T20:36:11.00Z,272847201,1/1/2020 20:38,Closed,1,GU-GCSC-HMC,1/1/2020 20:38,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:38,1/1/2020 21:00,1/1/2020 20:43,1/1/2020 21:01,20,4,,M_PACIFIC DENTAL SERVICES INC,13316 METCALF AVENUE,OVERLAND PARK,KS,662132804,,,,AM_12367600,GU-GCSC-HMC,AIP,Auto Detect,Customer Issue,Customer / Equipment,SNMP,0,0,0,EVPN,NTF,1,
US-ENTBB-SA,1446265_1,H L19190510  WIP,272847063,1/1/2020 20:39,Closed,0,US-ENTBB-SA,1/1/2020 20:39,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:39,1/2/2020 19:57,1/2/2020 19:34,1/2/2020 19:57,20,1,,Medallion Telecom Inc,,,CA,,,,,HSIA-E1012717,US-ENTBB-SA,,Client,Test Okay.,No Trouble Found,Circuit Down,0,1,0,BROADBAND ACCESS,,1,
US-ENTBB-SA,1454064_1,RESUME (CUSTOMER INITIATED) WIP,272845996,1/1/2020 20:40,Closed,9,US-ENTBB-SA,1/1/2020 20:40,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:40,1/1/2020 20:47,1/1/2020 20:47,1/1/2020 20:47,20,5,,EarthLink,,,MS,,,,,HSIA-E1011623,US-ENTBB-SA,,E-mail,Service Resumed from Temporary Suspension (Customer Requested - Non-billing impacting),Network,Other,0,1,0,BROADBAND ACCESS,,1,
US-ENTBB-SA,1331940_1,RESUME (CUSTOMER INITIATED) WIP,272846899,1/1/2020 20:39,Closed,9,US-ENTBB-SA,1/1/2020 20:39,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:39,1/1/2020 20:47,1/1/2020 20:46,1/1/2020 20:47,20,5,,EARTHLINK,,,CA,,,,,HSIA-E1003884,US-ENTBB-SA,,E-mail,Service Resumed from Temporary Suspension (Customer Requested - Non-billing impacting),Network,Other,0,1,0,BROADBAND ACCESS,,1,
US-ENTBB-SA,1428912_1,,272845995,1/1/2020 20:40,Closed,9,US-ENTBB-SA,1/1/2020 20:40,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:40,1/1/2020 20:47,1/1/2020 20:46,1/1/2020 20:47,20,5,,EarthLink,,,AL,,,,,HSIA-E1011623,US-ENTBB-SA,,E-mail,Service Resumed from Temporary Suspension (Customer Requested - Non-billing impacting),Network,Other,0,1,0,BROADBAND ACCESS,,1,
US-GNMC-IPS,2.70E+08,AT&T VPN Gateway BackupFailure 0027042553E1,272847198,1/1/2020 20:40,Cancel,1,US-GNMC-IPS,1/1/2020 20:40,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRTL-DS1,  DHEC485736   ATI ,AT&T Proactive Alarm Monitoring has detected an alarm.,272847206,1/1/2020 20:40,Closed,1,VIRTL-DS1,1/1/2020 20:40,1,2020,272847206,1,1/6/2020 18:06,,,,,,,,,,,1/6/2020 18:06,1/6/2020 18:06,0,1,1/1/2020 20:40,1/26/2020 13:44,1/24/2020 13:44,1/26/2020 13:44,20,2,,AUTOZONE,1075 UNIVERSITY AVE W,ST PAUL,MN,55104,,,CR4488,AV_12355815,VIRTL-DS1,,Auto Detect,Any LEC/PTT related outage that is not major (Unscheduled Maint.Emergency Maint.LEC/PTT Power Outage,Access Provider / IXC,Alarm,0,0,0,NB-IPVPN,,1,7045
US-ENTBB-SA,98888_1,MISDIRECT/HD/SBC/8779379288/DATABASE WIP,272845997,1/1/2020 20:40,Closed,0,US-ENTBB-SA,1/1/2020 20:40,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:40,1/1/2020 20:57,1/1/2020 20:40,1/1/2020 20:57,20,5,,Cobalt Corporation,,,NY,,,,,DSL55774,US-ENTBB-SA,,Client,Informational Request,INFO,Informational,0,1,0,BROADBAND ACCESS,,1,
US-ENTBB-SA,1369576_1,,272846986,1/1/2020 20:41,Closed,9,US-ENTBB-SA,1/1/2020 20:41,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:41,1/1/2020 20:51,1/1/2020 20:50,1/1/2020 20:51,20,5,,EarthLink,,,CA,,,,,HSIA-E1007615,US-ENTBB-SA,,E-mail,Service Resumed from Temporary Suspension (Customer Requested - Non-billing impacting),Network,Other,0,1,0,BROADBAND ACCESS,,1,
GU-GCSC-CUST,AAAPUSTX028-R02, aaapustx028-r02 interface IF-aaapustx028-r02/2 [Se0/1/0] [MIS to MPLS AVPN;DHEC.233671.812.ATI;Turnup;04/2018] is down at 2020-01-01 20:36:54,272847029,1/1/2020 20:41,Closed,1,GU-GCSC-CUST,1/1/2020 20:41,1,2020,272847029,1,1/2/2020 14:36,,,,,,,,,,,1/2/2020 14:36,1/2/2020 14:36,0,1,1/1/2020 20:41,1/2/2020 14:42,1/2/2020 14:41,1/2/2020 14:42,20,4,,AMERICAN AIRLINES,Jack Brooks Regional Airport,BEAUMONT,TX,77705,1350904,1350904,,AMERAIR,GU-GCSC-CUST,,Auto Detect,came clear,Unknown,Circuit Down,0,1,0,OUTSOURCING,WAN,1,1074
US-ENTBB-SA,1236979_1,RESUME (CUSTOMER INITIATED) WIP,272847085,1/1/2020 20:41,Closed,9,US-ENTBB-SA,1/1/2020 20:41,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:41,1/1/2020 20:50,1/1/2020 20:48,1/1/2020 20:50,20,5,,EarthLink,,,CA,,,,,DSL437573,US-ENTBB-SA,,E-mail,Service Resumed from Temporary Suspension (Customer Requested - Non-billing impacting),Network,Other,0,1,0,BROADBAND ACCESS,,1,
US-ENTBB-SA,1454271_1,RESUME (CUSTOMER INITIATED) WIP,272846901,1/1/2020 20:42,Closed,9,US-ENTBB-SA,1/1/2020 20:42,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:42,1/1/2020 20:50,1/1/2020 20:48,1/1/2020 20:50,20,5,,EarthLink,,,MO,,,,,HSIA-E1011623,US-ENTBB-SA,,E-mail,Service Resumed from Temporary Suspension (Customer Requested - Non-billing impacting),Network,Other,0,1,0,BROADBAND ACCESS,,1,
MO-BGTN-VOIP,OA4CA12SDS,loopback-failure:IF-oa4ca12sds.els-an.att.net/135.193.184.24  Ping failed to LoopBack interface in oa4ca12sds.els-an.att.net.  TimeDown = 2020-01-01T20:34:41Z GMT.  New interface/slot alarms for this switch/host will be blocked.,272847220,1/1/2020 20:44,Closed,1,MO-BGTN-VOIP,1/1/2020 20:44,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:44,1/1/2020 20:47,1/1/2020 20:47,1/1/2020 20:47,20,3,,,,,,,,,,VOIP,MO-BGTN-VOIP,,Auto Detect,,No Trouble Found,Other,0,1,0,BVOIP,,1,
US-GNMC-IPS,2704258569,AT&T VPN Gateway BackupFailure 002704258569,272847241,1/1/2020 20:44,Cancel,1,US-GNMC-IPS,1/1/2020 20:44,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US-ENTBB-SA,1148957_1,H L19166288,272847086,1/1/2020 20:44,Closed,0,US-ENTBB-SA,1/1/2020 20:44,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:44,1/9/2020 19:48,1/4/2020 22:00,1/9/2020 19:48,20,2,,EarthLink,,,GA,,,,,DSL389315,US-ENTBB-SA,,Client,replaced the modem ,Equipment,Intermittent Trouble,0,1,0,BROADBAND ACCESS,,1,
GR-GCSC-HMC,USCSTBWICKS04S0002,$ Update:POE defective on  Mod 5 | Module replaced on 1/9 | Follow up LCM regarding return of def module,272847087,1/1/2020 20:45,Closed,0,GR-GCSC-HMC,1/1/2020 20:45,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:45,2/18/2020 18:01,1/15/2020 17:21,2/18/2020 18:01,20,3,,CSC TEXTRON,1 CESSNA BLVD,WICHITA,KS,67215,,,,ML_CSTB_TEXT,GR-GCSC-HMC,,Client,"Any outage caused by AT&T owned equip. located at customer's premises-Replace, Repair, Reseat of HW",Hardware,Data Switch Down,1,1,0,MRS,,1,
GU-GCSC-CUST,VRT-NZ004-R-SI-WAIREKA0-01,Latency - Roundtrip - SG011b_NZ004_COS2V_NZ004-R-SI-WAIREKA0-01_SLA882. Alarm Status= NEW. Alarm value = 335.90. Start time = Wed Jan 01 20:42:41,272847175,1/1/2020 20:43,Closed,1,GU-GCSC-CUST,1/1/2020 20:43,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:43,1/1/2020 22:11,1/1/2020 22:11,1/1/2020 22:11,20,4,,IBM DOW CORTEVA,16 SUTTON RD,Omata,,4374,,,,MR_IBZI,GU-GCSC-CUST,AIP,Auto Detect,An AT&T Brief hit occurred and came Clear while testing.,Unknown,Circuit Down,0,1,0,WAN,UNREACH,1,
GF-GCSC-SDN,MAADIARABRA0201UJZZ01,"No issue found | pingResponseState received for MAADIARABRA0201UJDM01 (2001:1890:e00e:fffe:2021:604:40:1) from durnec03 cec03-1.  Device fails to respond to ping.  Wed, 01 Jan 2020 20:42:14 GMT+00:00.  D2 IMPACTS: MAADIARABRA0201UJSW01,pingResponseState,C",272847242,1/1/2020 20:45,Closed,1,GF-GCSC-SDN,1/1/2020 20:45,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:45,1/2/2020 2:30,1/1/2020 20:57,1/2/2020 2:37,20,3,,adidas AG_8310007785074,Angle Bd Fal Ould Ommeir et Rue ,Rabat,MR,10100,INC0386549,INC0386549,,NF_ADAE,GF-GCSC-SDN,,Auto Detect,No issue found,Informational,Other,1,1,0,FLEXWARE,,1,
US-ENTBB-SA,98888_1,"MISDIRECT/HD/NONE/1-877-937-5288/NOT PROVIDED	",272846904,1/1/2020 20:45,Closed,0,US-ENTBB-SA,1/1/2020 20:45,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:45,1/1/2020 20:50,1/1/2020 20:50,1/1/2020 20:50,20,5,,Cobalt Corporation,,,NY,,INT31860997,NT31860997,,DSL55774,US-ENTBB-SA,,Client,Informational Request,INFO,Informational,0,1,0,BROADBAND ACCESS,,1,
GA-GCSC-HMC,SKBNYC1RS01,UMC HDWR: Rectifier Minor\,272847298,1/1/2020 20:46,Closed,1,GA-GCSC-HMC,1/1/2020 20:46,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:46,1/5/2020 19:46,1/5/2020 19:46,1/6/2020 18:13,20,3,,MEMORIAL SLOAN KETTERING,633 3RD AVENUE,NEW YORK,NY,10017,,,,SLOANKET_BB,GA-GCSC-HMC,,Auto Detect,,Network,Access Problem,0,1,0,UV-BB,,1,
GR-GCSC-HMC,GTADCSSHILLSTAGA01R1,$ Resolved: t1 0/1/2 was unstable and taking errors | problem cleared before fault isolation,272847245,1/1/2020 20:46,Closed,1,GR-GCSC-HMC,1/1/2020 20:46,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:46,1/1/2020 22:09,1/1/2020 22:09,1/1/2020 22:10,20,4,,GTA-DEPARTMENT OF CHILD SUPPORT SERVICES,34 Hill St,STATESBORO,GA,30458,INC000002037528,2037528,,MR_GATA_DCSS,GR-GCSC-HMC,AIP,Auto Detect,"Customer Call requesting information/Non-service impacting issue (turn on IP accounting, RFO",NTF,Other,1,1,0,MRS,WAN,1,
GU-GCSC-BVP,USCARIOKLFL02R, USCARIOKLFL02R router is down at 2020-01-01 20:39:42,272847297,1/1/2020 20:46,Closed,1,GU-GCSC-BVP,1/1/2020 20:46,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:46,1/3/2020 3:49,1/3/2020 3:49,1/3/2020 3:49,20,4,,GLOBAL_AM,2121 W OAKLAND PARK BLVD,OAKLAND PARK,FL,33311,,,,G10229/AM1/CQ,GU-GCSC-BVP,AIP,Auto Detect,PBX/LAN/CPE Power Outage,Environmental,Outage/Node Down,0,1,0,BVOIP,UNREACH,1,
GU-GCSC-HMC,USCEPCMONAL03R, USCEPCMONAL03R interface IF-USCEPCMONAL03R/8 [T1 0/1/2] is unstable at 2020-01-01 20:41:28,272847265,1/1/2020 20:48,Closed,1,GU-GCSC-HMC,1/1/2020 20:48,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:48,1/9/2020 1:05,1/9/2020 1:05,1/9/2020 1:05,20,4,,CENTRAL PAPER COMPANY,,,,,,,BK1913,AM_12380448,GU-GCSC-HMC,AIP,Auto Detect,WCB Closure,Customer / Equipment,SNMP,0,1,0,EVPN,WAN,1,
GU-GCSC-HMC,USRECDASHOR05R, USRECDASHOR05R interface IF-USRECDASHOR05R/7 [T1 0/1/1] is unstable at 2020-01-01 20:41:36,272847267,1/1/2020 20:48,Closed,1,GU-GCSC-HMC,1/1/2020 20:48,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:48,1/9/2020 4:15,1/9/2020 4:15,1/9/2020 4:15,20,4,,M-RECOLOGY,3000 N VALLEY VIEW ROAD,ASHLAND,OR,975209363,,,,AM_12372242,GU-GCSC-HMC,AIP,Auto Detect,WCB Closure,Customer / Equipment,SNMP,0,0,0,EVPN,WAN,1,
GF-GCSC-SDN,SEADIAKUGSE0102UJZZ01,"pingResponseState received for SEADIAKUGSE0102UJDM01 (2001:1890:e00e:fffe::8:881) from durnec03 cec03-1.  Device fails to respond to ping.  Wed, 01 Jan 2020 20:47:18 GMT+00:00.  D2 IMPACTS: SEADIAKUGSE0102UJSW01,pingResponseState,Critical,durnec03;SEADIAK",272847371,1/1/2020 20:50,Closed,1,GF-GCSC-SDN,1/1/2020 20:50,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:50,1/3/2020 11:12,1/3/2020 11:12,2/5/2020 13:33,20,2,,adidas AG_8310007785074,Kungsparksvagen 80  Unit 2 ,Kungsbacka,SW,43439,,,,NF_ADAE,GF-GCSC-SDN,,Auto Detect,"Outage on a managed ATT ckt where clear RFO is avail,NOT impacted by CNOC/AIM/WAIM maj incident",Circuit Outage,Other,1,1,0,FLEXWARE,,1,
GU-GCSC-BVP,USTEXCAUSTX01R,Hard down - phone line and internet is down,272846906,1/1/2020 20:50,Closed,0,GU-GCSC-BVP,1/1/2020 20:50,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:50,1/15/2020 12:16,1/13/2020 22:41,1/15/2020 12:16,20,1,,TEX-CON OIL CO ,,,,,,,,B02426/AM2/BV,GU-GCSC-BVP,,Client,Any problem confirmed to have been caused by a hardware issue with customer LAN/PBX or other custome,Customer / Equipment,Other,0,1,0,BVOIP,,1,
GR-GCSC-HMC,USNYLILUJNJ01S0001-01,$POWER | USNYLILUJNJ01S0001-01 interface IF-USNYLILUJNJ01S0001-01/10002 [Fa1/0/2] [10.20.176.238] [AT$SUBDEVICET Router 2] is down at 2020-01-01 20:44:52,272847375,1/1/2020 20:51,Closed,1,GR-GCSC-HMC,1/1/2020 20:51,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:51,1/2/2020 21:19,1/2/2020 18:25,1/2/2020 21:19,20,4,,NEW YORK LIFE INSURANCE CORPORATION,1000   Atrium WAY ,MOUNT LAUREL,NJ,8054,INC1487997,INC1487997,,ML_NYLI,GR-GCSC-HMC,AIP,Auto Detect,The customer power was resolved and has been restored.,Environment,Other,1,1,0,MRS,POWER,1,
GU-GCSC-CUST,SEA_12CA50_26S_2-46,AP SEA_12CA50_26S_2-46 is Down.  It has been disassociated from controller USNRPCSEAWA03W for more than 8.25 Minutes,272847270,1/1/2020 20:49,Closed,1,GU-GCSC-CUST,1/1/2020 20:49,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:49,1/1/2020 21:20,1/1/2020 21:16,1/1/2020 21:20,20,1,,NATIONAL RAILROAD PASSENGER CORP(AMTRAK),187 S HOLGATE STREET,SEATTLE,WA,981341454,,,,ML_AMTR,GU-GCSC-CUST,AIP,Auto Detect,Service restored before isolation,Network,SNMP,0,0,0,EVPN,NTF,1,
US-GNMC-IPS,00D0CF1D17DA,AT&T VPN Gateway BackupFailure 00D0CF1D17DA,272847333,1/1/2020 20:50,Cancel,1,US-GNMC-IPS,1/1/2020 20:50,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF-GCSC-SDN,SEADIAKUGSE0101UJZZ01,"pingResponseState received for SEADIAKUGSE0101UJDM01 (2001:1890:e00e:fffe::8:801) from durnec03 cec03-1.  Device fails to respond to ping.  Wed, 01 Jan 2020 20:47:18 GMT+00:00.  D2 IMPACTS: SEADIAKUGSE0101UJSW01,pingResponseState,Critical,durnec03;SEADIAK",272847369,1/1/2020 20:50,Closed,1,GF-GCSC-SDN,1/1/2020 20:50,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:50,1/3/2020 11:10,1/3/2020 11:10,2/5/2020 13:30,20,2,,adidas AG_8310007785074,Kungsparksvagen 80  Unit 2 ,Kungsbacka,SW,43439,,,,NF_ADAE,GF-GCSC-SDN,,Auto Detect,"Outage on a managed ATT ckt where clear RFO is avail,NOT impacted by CNOC/AIM/WAIM maj incident",Circuit Outage,Other,1,1,0,FLEXWARE,,1,
GU-GCSC-MIS,12.125.235.118," 12.125.235.118 server is down at 2020-01-01 20:38:01 - FALLS GM, LLC",272847370,1/1/2020 20:50,Closed,1,GU-GCSC-MIS,1/1/2020 20:50,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:50,1/9/2020 2:01,1/9/2020 2:01,1/9/2020 2:01,20,4,,"FALLS GM, LLC",N88 W14167 MAIN,MENOMONEE FALLS,WI,53051,,,856951,856951,GU-GCSC-MIS,AIP,Auto Detect,WCB Closure,Network,Outage/Cannot Ping,0,1,0,MIS,WAN,1,
VIRTL-DS1,  DHEC166861811ATI ,"Circuit down, not responding.",272847348,1/1/2020 20:51,Closed,24,VIRTL-DS1,1/1/2020 20:51,1,2020,272847348,1,1/2/2020 2:27,1/2/2020 3:40,1/2/2020 7:48,1/2/2020 8:55,,,72,248,67,,,1/2/2020 2:27,1/2/2020 8:55,387,4,1/1/2020 20:51,1/3/2020 19:30,1/1/2020 20:52,1/3/2020 19:30,20,1,,MURRAY AMERICA,22 DENTS RUN              1,MANNINGTON WV 26582       WV TELCO,,,1076944,1076944,SZ0059,AV_12357466,VIRTL-DS1,,Web,"AT&T Brief Hit, Came Clear.",Came Clear,Circuit Down,0,0,0,NB-IPVPN,,1,336
VIRTL-DS1,  DHEC661369   ATI ,"Interface shows down/down, the site does have power.  
Please test and advise.",272847069,1/1/2020 20:53,Closed,24,VIRTL-DS1,1/1/2020 20:53,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:53,1/1/2020 20:54,1/1/2020 20:54,1/1/2020 20:58,20,1,,NAVY FEDERAL CREDIT,,,,,IM784021//STFRD,021//STFRD,SS8203,AV_12348105,VIRTL-DS1,,Web,"The customer requested to close this trouble report.

",AT&T,Interface Down,0,0,0,NB-IPVPN,,1,
GR-GCSC-HMC,CTAC-USUSPSPUMCA01R1, CTAC-USUSPSPUMCA01R1 interface IF-CTAC-USUSPSPUMCA01R1/9 [T1 0/1/3] [AT$SUBDEVICET AVPN Circuit - DHEM692432814] is down at 2020-01-01 20:47:39,272847378,1/1/2020 20:52,Closed,1,GR-GCSC-HMC,1/1/2020 20:52,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:52,1/1/2020 21:13,1/1/2020 20:55,1/1/2020 21:13,20,2,,USPS - POST,1150 N MCDOWELL BLVD,PETALUMA,CA,94999,INC000004690993,4690993,,USPS,GR-GCSC-HMC,AIP,Auto Detect,Service restored before isolation,Network,SNMP,0,0,0,OUTSOURCING,WAN,1,
US-ENTBB-SA,98888_1,NO PROPER INFORMATION PROVIDED ,272847349,1/1/2020 20:52,Closed,0,US-ENTBB-SA,1/1/2020 20:52,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:52,1/2/2020 1:07,1/1/2020 21:00,1/2/2020 1:07,20,5,,Cobalt Corporation,,,NY,,1702750046,1702750046,,DSL55774,US-ENTBB-SA,,Client,Informational Request,INFO,Informational,0,1,0,BROADBAND ACCESS,,1,
GU-GCSC-MIS,12.116.208.150, 12.116.208.150 server is down at 2020-01-01 20:39:44 - ACC-GEORGE GUNNETT,272847340,1/1/2020 20:52,Closed,1,GU-GCSC-MIS,1/1/2020 20:52,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:52,1/1/2020 21:46,1/1/2020 21:46,1/1/2020 21:46,20,1,,ACC-GEORGE GUNNETT,8785 W HILES TRL,PARAGON,IN,46166,,,954257,954257,GU-GCSC-MIS,AIP,Auto Detect,#NAME?,Unknown,Outage/Cannot Ping,0,1,0,MIS,WAN,1,
US-GNMC-IPS,002704257B9B,AT&T VPN Gateway BackupFailure 002704257B9B,272847283,1/1/2020 20:53,Cancel,1,US-GNMC-IPS,1/1/2020 20:53,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GU-GCSC-BVP,USGREEMAFTX02R, USGREEMAFTX02R router is down at 2020-01-01 20:47:09,272847383,1/1/2020 20:53,Closed,1,GU-GCSC-BVP,1/1/2020 20:53,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:53,1/1/2020 21:14,1/1/2020 21:00,1/1/2020 21:14,20,4,,GLOBAL_AM,5000 N MIDKIFF RD,MIDLAND,TX,79705,,,,TK2471/AM1/BV,GU-GCSC-BVP,AIP,Auto Detect,PBX/LAN/CPE Power Outage,Environmental,Outage/Node Down,0,0,0,BVOIP,POWER,1,
US-ENTBB-SA,1464497_1,H L19178804 WIP,272847351,1/1/2020 20:55,Closed,0,US-ENTBB-SA,1/1/2020 20:55,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:55,1/2/2020 17:23,1/2/2020 17:22,1/2/2020 17:23,20,1,,EarthLink,,,TX,,172690650,172690650,,HSIA-E1011623,US-ENTBB-SA,,Client,Informational Request,INFO,Informational,0,1,0,BROADBAND ACCESS,,1,
GU-GCSC-MIS,12.245.147.14, 12.245.147.14 server is down at 2020-01-01 20:42:59 - ACC-THE VILLAGES OF DALLAS,272847295,1/1/2020 20:55,Closed,1,GU-GCSC-MIS,1/1/2020 20:55,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:55,1/1/2020 21:12,1/1/2020 21:04,1/1/2020 21:13,20,1,,ACC-THE VILLAGES OF DALLAS,550 ANN ARBOR AVE,DALLAS,TX,75216,,,1009392,1009392,GU-GCSC-MIS,AIP,Auto Detect,Service restored before isolation,Network,Outage/Cannot Ping,0,0,0,MIS,WAN,1,
US-GNMC-HMC,10.15.37.166,SYSLOG:ENVMON-3- Fan 2 not rotating - 10.15.37.166 -  Fan 2 not rotating,272847386,1/1/2020 20:56,Cancel,1,US-GNMC-HMC,1/1/2020 20:56,1,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GF-GCSC-SDN,USCOMOCW7KY0101UJZZ01,"Circuit down:AVPN:MLEC.909783..ATI:pingResponseState received for USCOMOCW7KY0101UJDM01 (2001:1890:e00e:fffe::1:9981) from durnec03 cec03-2.  Device fails to respond to ping.  Wed, 01 Jan 2020 20:53:20 GMT+00:00.  D2 IMPACTS: USCOMOCW7KY0101UJRT01,pingRes",272847419,1/1/2020 20:56,Closed,1,GF-GCSC-SDN,1/1/2020 20:56,1,2020,,,,,,,,,,,,,,,,,,1/1/2020 20:56,1/2/2020 0:47,1/2/2020 0:47,1/3/2020 23:59,20,4,,COMMONWEALTH OF KENTUCKY_8310007297262,6710 W HWY 146,CRESTWOOD,KY,40014,,,,NF_COKC,GF-GCSC-SDN,,Auto Detect,"Caused by virus,CPE, IW cust app, 3rd party ckt, Maint Vendor contracted to cust, not mgd by ATT.",Customer Issue,SNMP,0,1,0,FLEXWARE,,1,
